ID,Salary,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
1655,100000,Bhubaneswar,m,05-07-1991,82,state board,,68,state board,3739,2,B.Tech/B.E.,information technology,80,3739,0,Orissa,2012,500,510,485,0.942116551,575,-1,-1,-1,-1,-1,-1,-1.0208,0.8784,0.7785,1.9207,0.4805
1656,475000,Noida,m,01-04-1989,81,icse,2007,81,isc,4501,2,B.Tech/B.E.,computer engineering,67.3,4501,0,Uttar Pradesh,2012,730,655,545,0.843123727,515,-1,-1,-1,-1,-1,-1,,0.3448,-0.4891,0.0917,-0.2875
1657,360000,Bangalore,m,14-03-1991,82.75,state board,2009,76.85,state board,8297,2,B.Tech/B.E.,electronics and communication engineering,85.9,,1,West Bengal,2013,640,575,650,0.376059587,-1,300,-1,-1,-1,-1,-1,-0.4463,-0.1206,0.3174,0.0192,-1.0524
1658,360000,-1,m,24-07-1990,84,state board,2008,75.6,cbse,231,2,B.Tech/B.E.,electronics & telecommunications,68,231,0,Maharashtra,2012,720,620,590,0.985461394,475,500,-1,-1,-1,-1,-1,-1.4517,-1.4526,-2.2954,-0.2344,-2.2021
1659,145000,-1,m,03-11-1991,86,cbse,2008,73,cbse,57,2,B.Tech/B.E.,information technology,65,57,0,Haryana,2013,520,520,400,0.488347977,405,-1,-1,-1,-1,-1,-1,0.0464,-0.6693,-1.7954,-0.5253,-1.8673
1660,300000,Hyderabad,m,21-06-1984,74,0,2002,40,0,2594,2,MCA,computer application,67.2,2594,0,Andhra Pradesh,2010,565,455,375,0.563267824,425,-1,-1,-1,-1,-1,-1,-0.881,0.0328,-1.5051,,-0.9194
1661,360000,-1,m,03-10-1989,,0,2007,63,0,1802,2,B.Tech/B.E.,information technology,65,1802,0,Haryana,2011,505,585,485,0.563267824,425,-1,-1,-1,-1,-1,-1,-1.5765,-0.1232,-1.5051,0.35603,-0.2875
1662,175000,Kolkata,f,10-12-1991,82,state board,,71.4,state board,11153,2,B.Tech/B.E.,applied electronics and instrumentation,82.5,,1,West Bengal,2014,580,570,475,0.600643959,455,-1,-1,-1,-1,-1,-1,0.7027,0.8784,0.6248,0.0192,0.8637
1663,320000,Kochi/Cochin,m,20-11-1992,83.33,cbse,2010,80.3,cbse,16186,1,B.Tech/B.E.,mechanical engineering,76,,0,Andhra Pradesh,2014,720,580,645,0.725984148,-1,-1,-1,438,-1,-1,-1,1.2772,1.2114,1.3933,-2.0092,-0.0943
1664,325000,Bangalore,f,21-09-1990,88.25,state board,2008,79.57,state board,6948,2,B.Tech/B.E.,electronics and communication engineering,87.7,6948,0,West Bengal,2013,465,495,450,0.493596387,385,324,-1,-1,-1,-1,-1,1.4208,0.3789,1.0859,-1.3753,0.8637
1665,300000,Pune,m,16-05-1992,86.5,state board,2010,82.5,state board,473,2,B.Tech/B.E.,information technology,61.86,473,1,Maharashtra,2014,490,395,485,0.911395278,425,-1,500,-1,-1,-1,-1,-0.0154,-0.6201,-0.2974,0.7798,-1.8189
1666,530000,Bangalore,m,11-10-1990,95.04,kseeb,2008,87,karnataka pu board,1384,2,B.Tech/B.E.,computer engineering,86.5,1384,0,Karnataka,2012,615,665,525,0.765673581,485,-1,-1,-1,-1,-1,-1,-0.5719,0.5008,-0.9245,-0.4078,0.1864
1667,170000,Hyderabad,m,19-05-1991,63,state board,2008,60,state board,8896,2,B.Tech/B.E.,computer science & engineering,64,8896,1,Telangana,2012,370,280,250,0.356536488,315,-1,346,-1,-1,-1,-1,0.99,-0.1206,-0.1437,-1.7556,-1.244
1668,120000,Noida,m,28-09-1991,60,state board,2009,47,state board,6835,2,B.Tech/B.E.,information technology,59.9,6835,0,Uttar Pradesh,2014,395,400,390,0.486747008,305,-1,376,-1,-1,-1,-1,0.8463,-0.2871,0.01,0.2727,0.0973
1669,330000,Bangalore,f,11-04-1990,90.5,state board of karnataka,2008,89.5,state board of karnataka,4287,2,B.Tech/B.E.,computer engineering,75.56,4287,0,Karnataka,2012,425,475,555,0.704090412,465,-1,-1,-1,-1,-1,-1,0.3555,-0.1232,0.2366,0.17983,-0.7615
1670,240000,Bangalore,m,03-04-1989,,icse,2006,85.6,state board,4647,2,B.Tech/B.E.,computer engineering,73,4647,0,Tamil Nadu,2010,500,525,445,0.622642916,435,-1,407,-1,-1,-1,-1,-1.7389,-1.7856,0.9322,1.0333,-1.4356
1671,200000,Kanpur,f,07-12-1991,85,state board,2008,70,state board,429,2,B.Tech/B.E.,computer science & engineering,79,429,0,Uttar Pradesh,2013,475,435,485,0.864685413,525,-1,-1,-1,-1,-1,-1,1.2772,1.0449,1.0859,0.7798,0.2889
1672,420000,Pune,m,08-08-1990,81,0,2007,77.7,0,1622,2,B.Tech/B.E.,information technology,76,1622,0,Madhya Pradesh,2012,345,485,454,0.450876584,395,-1,-1,-1,-1,-1,-1,-1.6924,-0.2793,-0.7794,0.53233,-1.2354
1673,95000,Gurgaon,m,01-07-1990,65.17,state board,2008,66.2,state board,8159,2,B.Tech/B.E.,information technology,74.78,8159,0,Uttar Pradesh,2013,510,595,605,0.911395278,545,-1,500,-1,-1,-1,-1,-0.4463,-0.2871,0.4711,-1.6289,0.0973
1674,195000,manesar,f,26-11-1990,86,cbse,2009,76,cbse,79,2,B.Tech/B.E.,electronics and communication engineering,77,79,0,Uttar Pradesh,2013,560,495,510,0.493596387,-1,324,-1,-1,-1,292,-1,,0.7119,1.2396,-1.1218,1.0554
1675,160000,Secunderabad,m,10-06-1989,83,ssc,2006,66,boardofintermediate,6072,2,MCA,computer application,81,6072,0,Andhra Pradesh,2012,555,595,515,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.0154,0.5454,0.6248,-1.2486,1.0554
1676,180000,Noida,m,08-12-1991,64,cbse,,62,cbse,17244,2,B.Tech/B.E.,computer science & engineering,75,17244,0,Uttar Pradesh,2014,345,470,365,0.356536488,435,-1,346,-1,-1,-1,-1,-0.3027,-0.4536,-2.4491,1.0333,-0.2859
1677,225000,Kochi/Cochin,f,25-09-1992,83,cbse,2010,72,cbse,16161,2,B.Tech/B.E.,electronics & telecommunications,76,16161,0,Orissa,2014,525,530,405,0.338786347,335,292,-1,-1,-1,388,-1,-0.159,0.3789,-2.4491,,0.2889
1678,300000,Bangalore,f,04-04-1992,89.8,cbse,,87.2,cbse,6874,2,B.Tech/B.E.,computer science & engineering,78.12,6874,0,Uttarakhand,2014,475,640,460,0.744758354,545,-1,438,-1,-1,-1,-1,-0.159,-0.7866,-1.0659,-0.7415,-1.244
1679,345000,Bangalore,m,25-01-1991,64.7,icse,2009,61,icse,11166,2,B.Tech/B.E.,electronics and communication engineering,73,11166,0,West Bengal,2014,500,455,405,0.338786347,345,292,-1,-1,-1,-1,-1,-0.3027,1.0449,0.01,,1.6302
1680,190000,Gurgaon,m,25-10-1988,58.7,"bihar examination board, patna",2006,50.3,"bihar intermediate education council, patna",6874,2,B.Tech/B.E.,information technology,62.5,6874,0,Uttarakhand,2011,355,375,265,0.027815071,205,-1,-1,-1,-1,-1,-1,0.0464,-1.8393,-0.0537,-0.5253,-1.0774
1681,320000,-1,f,22-02-1991,81.7,state board,2008,88.7,state board,14723,2,B.Tech/B.E.,computer science & engineering,75.35,14723,0,Andhra Pradesh,2012,335,530,430,0.842248322,505,-1,469,-1,-1,-1,-1,0.99,0.8784,0.9322,-1.3753,0.2889
1682,335000,Chennai,m,11-12-1992,86.4,cbse,2010,82.8,cbse,347,2,B.Tech/B.E.,electrical engineering,70,347,0,Uttar Pradesh,2014,590,500,530,0.649389715,345,356,-1,-1,-1,-1,-1,0.8463,0.7119,0.9322,-0.3612,1.247
1683,405000,Bangalore,m,16-09-1990,91,cbse,2007,90.4,cbse,9072,2,B.Tech/B.E.,information technology,79.7,9072,0,Orissa,2012,454,495,615,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.7264,-0.7863,-0.4891,-0.4078,-0.9194
1684,335000,Kolkata,m,27-02-1989,71.5,icse,2007,64.5,icse,4439,2,B.Tech/B.E.,information technology,63.42,4439,0,Uttar Pradesh,2013,675,530,560,0.622642916,435,-1,407,-1,-1,-1,-1,0.2718,0.8784,-0.4511,-1.6289,0.6721
1685,500000,Pantnagar,m,14-12-1988,87.6,0,,81.4,0,285,1,B.Tech/B.E.,mechanical engineering,97.3,285,0,Punjab,2011,675,635,675,0.654107475,-1,-1,-1,420,-1,-1,-1,-1.6538,-0.5913,0.2366,-0.1727,0.5024
1686,400000,Gurgaon,m,02-06-1992,89.2,cbse,2010,87.25,cbse,8195,1,B.Tech/B.E.,computer science & engineering,77.3,8195,1,Delhi,2014,580,555,705,-1,-1,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,0.7785,,0.0973
1687,625000,-1,m,24-06-1990,88,state board,2009,84,state board,8351,1,B.Tech/B.E.,mechanical engineering,73.1,8351,0,Karnataka,2013,745,570,695,0.042192434,840,-1,-1,233,-1,-1,-1,,-0.7866,-0.4511,-1.5021,-1.8189
1688,205000,Gurgaon,m,15-08-1993,54,state board,2010,62,state board,11759,2,B.Tech/B.E.,computer science & engineering,62,11759,0,Uttarakhand,2014,380,350,135,0.002750145,385,-1,130,-1,-1,-1,-1,,-0.6201,-0.7585,-0.7415,0.0973
1689,300000,pune,f,02-10-1989,89,cbse,2008,89.2,cbse,198,2,B.Tech/B.E.,computer engineering,79.43,198,0,Uttar Pradesh,2013,575,575,525,0.704090412,465,-1,-1,-1,-1,-1,-1,-1.8083,-0.2793,-0.344,1.76613,0.3444
1690,100000,Greater Noida,m,31-03-1992,58,up board,2008,52,up board,75,2,B.Tech/B.E.,mechanical engineering,55,75,0,Uttar Pradesh,2012,370,305,370,0.654107475,125,500,-1,420,-1,-1,-1,-0.881,-2.0733,-2.4485,0.6498,-2.1833
1691,325000,Pune,m,02-05-1989,81,cbse,2008,79,cbse,5818,2,B.Tech/B.E.,electronics and communication engineering,86.7,5818,0,Orissa,2013,370,610,735,0.694479328,-1,366,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.4805
1692,370000,Bangalore,m,25-01-1992,78,icse,2009,69,icse,2085,2,B.Tech/B.E.,computer science & engineering,70,2085,0,West Bengal,2013,650,545,620,0.744758354,545,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.01,-0.6147,1.0554
1693,375000,Hyderabad ,f,29-01-1990,,ssc,2007,92.3,bieap,2818,2,B.Tech/B.E.,electronics and communication engineering,78.07,2818,1,Telangana,2011,625,545,605,0.0587928,445,200,-1,-1,-1,420,-1,,0.6568,-0.7794,,0.9763
1694,150000,Chennai,m,12-07-1993,87,state board,2010,91.8,state board,14523,2,B.Tech/B.E.,mechanical engineering,74,14523,0,Andhra Pradesh,2014,475,520,475,0.598280691,-1,-1,-1,407,-1,-1,-1,0.8463,0.8784,0.9322,-1.2486,0.8637
1695,275000,Noida,f,07-04-1992,84.4,icse,2010,74.6,icse,903,2,B.Tech/B.E.,information technology,77.26,903,0,Uttar Pradesh,2014,385,510,310,0.276047228,345,-1,-1,-1,-1,-1,-1,0.2718,-0.2871,-1.6807,-0.2344,-0.4776
1696,40000,-1,m,03-06-1992,79.2,state board,2009,89.33,state board,9099,2,B.Tech/B.E.,electrical engineering,77,9099,0,Tamil Nadu,2013,380,400,470,0.610611988,395,-1,-1,-1,433,-1,-1,-1.0208,-0.7866,-1.0659,-0.3612,-2.5853
1697,480000,Bangalore,m,12-11-1989,89,0,,83,0,6570,2,B.Tech/B.E.,computer engineering,81,6570,0,Orissa,2011,345,505,595,0.974396113,615,-1,-1,-1,-1,-1,-1,1.2828,0.0328,0.2366,-1.7004,-0.4455
1698,325000,Mangalore,f,14-07-1991,90,state board,2009,89.26,state board,4734,2,B.Tech/B.E.,electronics and communication engineering,71,4734,0,Kerala,2013,605,545,585,0.783303537,-1,388,-1,-1,-1,388,-1,0.8463,0.3789,1.0859,-1.7556,-0.0943
1699,200000,Chennai,m,20-05-1993,87.7,state board,2010,95.2,state board,9748,2,B.Tech/B.E.,information technology,69.96,9748,1,Telangana,2014,450,555,445,0.744758354,455,-1,438,-1,-1,-1,-1,-0.159,-0.4536,0.9322,-0.2344,-0.6692
1700,395000,Bangalore,m,03-11-1989,86.13,"maharashtra state board of secondary and higher secondary education,pune",2008,82.5,department of pre-university education,8099,2,B.Tech/B.E.,computer engineering,67.38,8099,0,Karnataka,2012,625,545,535,0.842248322,575,-1,469,-1,-1,-1,-1,-3.1994,-1.8393,-1.9405,1.3549,-1.2354
1701,310000,Mumbai,m,02-04-1992,77.2,cbse,2010,80,cbse,137,2,B.Tech/B.E.,civil engineering,75.58,137,0,Uttar Pradesh,2014,535,520,525,0.255778194,-1,-1,-1,-1,-1,-1,292,0.4155,-0.0873,0.1637,,0.167
1702,300000,Bangalore,f,08-04-1988,96,"stjosephs girls higher sec school,dindigul",,92,"srv girls higher sec school,rasipuram",4239,2,B.Tech/B.E.,electronics and communication engineering,80,4239,1,Tamil Nadu,2009,315,475,565,0.694479328,265,366,-1,-1,-1,-1,-1,,-0.7473,-1.5051,1.1199,-1.3539
1703,330000,Bangalore,m,02-10-1991,52.33,state board,2007,67,state board,44,2,MCA,computer application,77.15,44,0,Uttar Pradesh,2013,450,525,545,0.735795709,475,-1,-1,-1,-1,-1,-1,,1.2114,0.6248,0.7798,0.8637
1704,180000,New Delhi,m,19-09-1992,80,cbse,2010,66.66,cbse,10859,2,B.Tech/B.E.,computer science & engineering,64.06,10859,0,Uttarakhand,2014,535,425,320,0.356536488,515,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-1.527,-0.3612,0.2889
1705,325000,Pune,m,10-11-1989,86,cbse,2007,72.8,cbse,47,1,B.Tech/B.E.,electronics and electrical engineering,65.89,47,1,Delhi,2013,650,640,795,0.20739217,-1,260,376,-1,-1,-1,-1,-0.4463,0.0459,0.3174,,-1.0524
1706,500000,Hyderabad,m,26-01-1990,90.3,ssc,2007,94.3,ibe,1428,2,B.Tech/B.E.,electronics and communication engineering,76.06,1428,1,Telangana,2011,325,355,595,0.824666401,385,400,-1,-1,-1,340,-1,,0.5008,1.8331,-0.7603,1.2923
1707,300000,pune,f,27-08-1993,93,state board,2010,88.2,state board,11993,2,B.Tech/B.E.,electronics and communication engineering,90,11993,0,Andhra Pradesh,2014,510,530,520,0.053160305,365,196,-1,-1,-1,-1,-1,0.4155,0.2124,-0.2974,-0.4879,1.4386
1708,300000,Mumbai,f,23-01-1993,77.8,cbse,2010,79.2,cbse,14351,2,B.Tech/B.E.,electronics & telecommunications,73.3,14351,0,Punjab,2014,405,525,415,0.649389715,355,356,-1,-1,-1,-1,-1,,0.0459,-0.6048,-0.1076,0.0973
1709,275000,Bangalore,m,16-08-1990,,icse,2008,68.5,icse,1087,2,B.Tech/B.E.,applied electronics and instrumentation,61.5,1087,0,Orissa,2013,605,520,325,0.338786347,455,292,-1,-1,-1,-1,-1,1.4208,1.2114,0.6248,-0.995,-0.2859
1710,120000,Noida,f,06-02-1993,69.6,state board,2009,68,state board,272,2,B.Tech/B.E.,electronics and communication engineering,70.29,272,0,Punjab,2015,395,505,525,0.783303537,455,388,-1,-1,-1,-1,-1,0.1282,-0.4536,0.1637,0.3995,-0.4776
1711,230000,Kolkata,m,13-06-1993,77,cbse,2010,72.2,cbse,8640,2,B.Tech/B.E.,electronics and communication engineering,78,8640,1,West Bengal,2014,605,565,545,0.493596387,385,324,-1,-1,-1,-1,-1,-1.308,0.5454,-0.9122,0.9066,0.0973
1712,100000,Jaipur,m,04-07-1991,58,rajasthan board of secondary education,2009,62,rajasthan board of secondary education,5420,2,B.Tech/B.E.,computer science & engineering,62,5420,0,Rajasthan,2013,335,375,310,0.216785486,325,-1,-1,-1,-1,-1,-1,-0.4463,0.5454,0.9322,1.1601,0.2889
1713,390000,Pune,m,31-07-1990,77.4,cbse,,78.8,cbse,83,2,B.Tech/B.E.,electronics and communication engineering,74,83,0,Uttar Pradesh,2011,675,655,615,0.538386893,-1,333,-1,-1,-1,-1,-1,-0.2628,-0.2793,-1.2148,,-1.5513
1714,200000,Chennai,f,11-10-1991,90,matriculation,2009,89,state board,6996,2,B.Tech/B.E.,computer science & engineering,72,6996,1,Tamil Nadu,2013,535,470,470,0.190153406,315,-1,-1,-1,-1,-1,-1,-0.3027,-0.6201,0.01,-1.5021,-1.0524
1715,420000,Noida,f,08-11-1990,86.8,cbse,2008,84.6,cbse,7557,2,B.Tech/B.E.,computer engineering,83.9,,1,Delhi,2012,435,575,454,0.735795709,475,-1,-1,-1,-1,-1,-1,0.3555,0.8128,-0.4891,-0.6428,-0.7615
1716,420000,Bangalore,f,19-02-1990,84.3,"board ofsecondary education,ap",2007,95.8,"board of intermediate education,ap",1141,2,B.Tech/B.E.,computer engineering,78,1141,0,Andhra Pradesh,2011,515,585,525,0.635978756,445,-1,-1,-1,-1,-1,-1,0.9737,0.8128,0.5269,,-0.4455
1717,430000,Hyderabad,m,19-05-1992,83,state board,,82,state board,9775,2,B.Tech/B.E.,,71,,1,Telangana,2014,425,465,470,-1,-1,-1,-1,-1,-1,-1,-1,-0.7335,-0.4536,0.1637,1.0333,-0.2859
1718,140000,Gurgaon,f,11-08-1990,78.8,cbse,2008,74.6,cbse,7424,2,B.Tech/B.E.,electronics and communication engineering,72.2,7424,1,Rajasthan,2012,710,555,680,0.493596387,345,324,-1,-1,-1,-1,-1,0.4155,0.0459,-0.7585,,0.2889
1719,360000,NOIDA,m,10-07-1990,80,cbse,2007,75.4,cbse,7600,2,B.Tech/B.E.,electronics and communication engineering,70.66,7600,0,Uttar Pradesh,2011,425,405,495,-1,-1,-1,-1,-1,-1,-1,-1,-3.6631,-0.9033,-2.0856,1.5899,-1.8673
1720,530000,-1,m,25-08-1988,88.64,karnataka education board,2006,65.16,karnataka education board,1629,2,B.Tech/B.E.,computer engineering,74.81,1629,1,Karnataka,2011,465,645,505,0.901489571,545,-1,-1,-1,-1,-1,-1,1.4374,1.2808,-0.4891,-1.46537,0.5419
1721,300000,Kolkata,m,23-04-1988,64.4,jharkhand secondary education board,2005,53,jharkhand academic council,8926,2,MCA,computer application,71,8926,1,West Bengal,2012,375,535,625,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.1855,0.6568,-0.7794,0.1798,0.0284
1722,50000,Secunderabad,f,25-06-1988,78,ssc,2006,82,board of intermediate,1014,2,B.Tech/B.E.,electronics and instrumentation engineering,61,1014,0,Andhra Pradesh,2010,405,465,425,0.023312168,345,166,-1,-1,-1,-1,-1,0.2009,0.8128,-0.344,-0.5253,0.6603
1723,250000,Bangalore,f,02-02-1991,85.33,cbse,2008,78.2,cbse,11368,2,B.Tech/B.E.,electronics and communication engineering,77.25,11368,0,Uttar Pradesh,2012,605,404,454,0.824666401,-1,400,407,-1,-1,-1,-1,1.0896,1.5928,0.672,-1.05407,0.1864
1724,300000,Gurgaon,m,29-09-1992,85.8,cbse,2010,83,cbse,11898,1,B.Tech/B.E.,electronics and communication engineering,91,11898,0,Madhya Pradesh,2014,555,545,590,0.649389715,655,356,-1,-1,-1,-1,-1,-0.159,0.5454,0.4711,-1.1218,-0.6692
1725,335000,Gurgaon,m,23-08-1992,89,icse,2010,65.2,cbse,1390,2,B.Tech/B.E.,computer science & engineering,88,1390,0,Uttar Pradesh,2015,570,580,440,0.356536488,495,-1,346,-1,-1,-1,-1,0.5591,0.7119,-0.2974,-0.4879,1.4386
1726,100000,Kolkata,f,13-11-1987,75,state board,2010,78,west bengal state council of technical education,12992,2,B.Tech/B.E.,computer engineering,71.1,12992,1,West Bengal,2013,415,440,355,0.488347977,405,-1,-1,-1,-1,-1,-1,0.8463,1.3779,1.0859,-0.995,1.247
1727,160000,Hyderabad,m,28-07-1988,87,board of secondary education,2005,92,board of intermediate education,1428,2,B.Tech/B.E.,electrical engineering,63.96,1428,1,Telangana,2009,445,605,525,0.298769129,315,-1,-1,-1,356,-1,-1,0.7027,-0.2871,-0.2974,-0.6147,-1.8189
1728,120000,kolkata,m,31-01-1989,68,cbse,2009,64.8,cbse,5483,2,B.Tech/B.E.,computer science & engineering,74,5483,1,West Bengal,2014,525,580,595,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.0208,0.2124,-0.1437,,-0.6692
1729,450000,-1,f,17-01-1988,85.66,icse,2006,82,isc,44,2,B.Tech/B.E.,computer engineering,75,44,0,Uttar Pradesh,2010,485,645,635,0.884122512,535,-1,-1,-1,-1,-1,-1,-2.272,-0.1232,-2.8113,,0.0284
1730,400000,-1,m,02-12-1991,89.23,state board,2009,88,state board,6189,2,B.Tech/B.E.,electronics & telecommunications,75.2,6189,1,Maharashtra,2013,685,620,750,0.910770164,-1,433,-1,-1,-1,-1,-1,-0.8772,-1.2861,0.7785,-0.3612,-0.8608
1731,120000,Aurangabad,m,30-08-1990,78,nagpur,,64,nagpur,11583,2,B.Tech/B.E.,mechanical engineering,58,11583,0,Maharashtra,2013,405,510,470,0.414337426,-1,-1,-1,366,-1,-1,-1,0.3941,0.1888,0.3817,1.0611,0.1864
1732,100000,Miryalaguda,m,03-04-1992,82.5,state board,,91, board of intermediate,7318,2,M.Tech./M.E.,power systems and automation,76,7318,1,Telangana,2015,360,520,445,-1,405,200,-1,-1,452,-1,-1,-0.159,-0.4536,-1.3733,-0.995,1.0554
1733,95000,Pune,m,01-12-1986,67.2,pune,,58,msbte,4056,2,B.Tech/B.E.,computer engineering,57.04,4056,1,Maharashtra,2009,435,525,195,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.7264,-2.6193,0.0914,-0.4078,0.0284
1734,380000,Bangalore,m,08-06-1989,81,0,2006,86.1,0,1286,2,B.Tech/B.E.,electronics and communication engineering,98.4,1286,0,Andhra Pradesh,2010,454,495,464,0.910770164,505,433,-1,-1,-1,-1,-1,0.9737,0.6568,0.2366,-1.1128,0.1864
1735,400000,-1,m,08-12-1990,90.58,maharashtra state board of secondary and higher secondary education,2009,89.58,diploma ( maharashtra state board of technical education),127,2,B.Tech/B.E.,electronics engineering,72.03,127,0,Maharashtra,2012,555,585,585,0.694479328,-1,366,-1,-1,-1,-1,-1,0.1623,0.6568,-0.4891,-1.14217,-0.4455
1736,155000,Bangalore,m,18-06-1992,79.2,cbse,2010,67.2,cbse,11507,2,B.Tech/B.E.,electronics and electrical engineering,66.85,11507,1,Karnataka,2014,510,590,585,0.423951396,-1,388,-1,-1,388,-1,-1,0.7027,0.8784,0.6248,-0.6147,1.0554
1737,305000,Bangalore,m,25-12-1990,80.2,0,,63,0,6659,2,B.Tech/B.E.,computer engineering,88.2,6659,1,Tamil Nadu,2012,454,435,425,0.525922584,415,-1,-1,-1,-1,-1,-1,-0.0696,0.5008,-1.0697,-0.52527,-1.3934
1738,180000,Hyderabad,f,03-02-1993,55.5,state board,,66,state board,2041,2,B.Tech/B.E.,computer science & engineering,61.25,2041,0,Andhra Pradesh,2014,265,325,320,0.486747008,395,-1,376,-1,-1,-1,-1,-1.308,-2.1186,-1.2196,0.2727,-1.0524
1739,250000,New Delhi,m,08-07-1989,80.8,cbse,2007,66.2,cbse,3144,2,B.Tech/B.E.,electronics and communication engineering,87.5,3144,1,Tamil Nadu,2011,535,515,475,0.229481755,425,266,-1,-1,-1,366,-1,,0.3448,0.672,-1.1128,-0.1295
1740,530000,CHEYYAR,f,01-12-1988,,matriculation,2006,85.3,stateboard,449,2,B.Tech/B.E.,information technology,83.9,449,1,Tamil Nadu,2010,464,435,554,0.700826162,464,-1,-1,-1,-1,-1,-1,-1.3447,-1.2153,-0.6343,-0.2902,-1.0774
1741,265000,Pune,f,06-08-1992,85.83,state board,2010,86,state board,11554,2,B.Tech/B.E.,information technology,86,11554,0,Maharashtra,2014,315,480,295,0.144789889,365,-1,284,-1,-1,-1,-1,-0.159,-1.2861,-0.9122,-2.0092,-1.244
1742,140000,Hyderabad,m,27-09-1989,66,up board,2006,66.66,up board,2540,2,B.Tech/B.E.,computer engineering,66.22,2540,0,Uttar Pradesh,2011,450,545,765,0.901489571,545,-1,-1,-1,-1,-1,-1,0.2009,0.7348,0.5994,1.0024,-0.6035
1743,100000,Hyderabad,m,23-06-1992,88,state board,2009,92.5,state board,12867,2,B.Tech/B.E.,electronics and communication engineering,77,12867,0,Andhra Pradesh,2013,485,560,505,0.493596387,335,324,-1,-1,-1,-1,-1,1.7081,0.2124,0.01,-1.7556,-0.0943
1744,350000,Gurgaon,m,04-05-1992,85.76,state board,2010,90.83,state board,6820,2,B.Tech/B.E.,telecommunication engineering,84,6820,1,Karnataka,2014,630,590,655,-1,475,-1,-1,-1,-1,-1,-1,1.5644,0.0459,-0.4511,-1.3753,0.2889
1745,400000,Noida,m,28-07-1990,67,cbse,2008,68.2,cbse,11759,2,MCA,computer application,65.47,11759,0,Uttarakhand,2014,405,485,500,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.4517,0.2124,0.1637,-0.8682,0.8637
1746,280000,Bangalore,m,01-08-1989,71,ssc,2007,83,ipe,2162,2,B.Tech/B.E.,electronics and communication engineering,58,2162,1,Telangana,2011,505,455,475,0.229481755,-1,266,-1,-1,-1,393,-1,-1.3025,-0.1232,-0.0933,-0.5958,-1.6662
1747,460000,Gurgaon,m,23-09-1989,86.6,cbse,2006,66.6,cbse,8711,2,B.Tech/B.E.,,68.54,8711,0,Uttar Pradesh,2011,605,645,590,0.670743151,455,-1,-1,-1,-1,-1,-1,-0.159,-1.1196,-1.0659,-0.3612,-0.0943
1748,175000,-1,m,07-10-1989,66,cbse,,77,cbse,79,2,B.Tech/B.E.,information technology,72.6,79,0,Uttar Pradesh,2012,415,475,405,0.735795709,475,-1,-1,-1,-1,-1,-1,-0.1082,-0.0842,0.7083,0.0623,0.3444
1749,180000,Visakhapatnam,m,20-09-1991,76.7,state board,2009,90.1,state board,3913,2,B.Tech/B.E.,computer science & engineering,78,3913,0,Andhra Pradesh,2013,570,555,545,0.744758354,485,-1,438,-1,-1,-1,-1,0.2718,0.3789,0.3174,-0.4879,-0.8608
1750,500000,Bangalore,m,20-07-1988,77,icse,,63,chse,124,2,B.Tech/B.E.,computer engineering,63,124,0,Orissa,2010,575,415,465,0.735795709,475,-1,-1,-1,-1,-1,-1,,0.3448,-0.7794,,1.2923
1751,315000,-1,f,06-02-1991,82.3,cbse,2010,89.6,state board,272,2,B.Tech/B.E.,electronics and electrical engineering,67.95,272,0,Punjab,2014,555,580,355,0.444617717,345,-1,-1,-1,393,-1,-1,-0.159,-1.1196,1.2396,,0.6721
1752,380000,Pune,f,08-12-1989,85.06,ssc,2007,77.5,hsc,974,2,B.Tech/B.E.,information technology,69.32,974,0,Maharashtra,2011,485,475,495,0.735795709,475,-1,-1,-1,-1,-1,-1,1.592,0.5008,-1.5051,,1.2923
1753,275000,-1,f,13-07-1988,78,0,,53,0,6570,2,B.Tech/B.E.,computer engineering,65,6570,0,Orissa,2011,475,485,525,0.600057182,435,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.344,-0.2902,0.1864
1754,390000,bhubaneswar,m,07-04-1989,78.8,cbse,2006,74.8,cbse,5026,2,B.Tech/B.E.,mechanical engineering,70,5026,0,Orissa,2011,695,475,575,0.206710618,435,-1,-1,313,-1,-1,-1,-1.9629,-0.7473,-1.9405,0.2973,0.1864
